Pos,Player,Rk,Season,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
F,Timothé Luwawu-Cabarrot,1820,2021_22,1.4,3.6,0.8,2.3,0.6,1.2,0.7,0.8,0.3,1.3,1.6,0.8,0.3,0.1,0.4,1.5
F,Trey Lyles,1821,2021_22,3.5,7.5,0.9,2.8,2.6,4.7,2.6,3.2,1.2,3.9,5.1,1.2,0.4,0.4,1.0,1.6
F,Trey Lyles,1822,2021_22,3.4,7.5,0.9,2.9,2.6,4.7,2.7,3.5,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8
F,Trey Lyles,1823,2021_22,3.6,7.4,1.0,2.6,2.7,4.8,2.4,2.8,1.2,4.4,5.6,1.3,0.3,0.3,0.8,1.3
G,Théo Maledon,1824,2021_22,2.3,6.2,0.9,2.9,1.5,3.3,1.5,2.0,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3
F,Sandro Mamukelashvili,1825,2021_22,1.4,2.8,0.5,1.3,0.9,1.5,0.4,0.5,0.9,1.1,2.0,0.5,0.2,0.2,0.4,0.7
F,Terance Mann,1826,2021_22,4.1,8.5,0.9,2.6,3.2,6.0,1.6,2.0,1.3,4.0,5.2,2.6,0.7,0.3,1.0,2.2
G,Tre Mann,1827,2021_22,3.9,9.8,1.6,4.5,2.2,5.3,1.1,1.4,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7
C,Boban Marjanović,1828,2021_22,1.8,3.0,0.0,0.2,1.8,2.9,0.6,1.0,0.3,1.3,1.7,0.1,0.0,0.1,0.7,1.0
F,Lauri Markkanen,1829,2021_22,5.1,11.5,2.2,6.2,2.9,5.3,2.3,2.6,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1
F,Naji Marshall,1830,2021_22,2.0,4.9,0.4,1.9,1.6,3.0,1.3,1.7,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3
F,Caleb Martin,1831,2021_22,3.5,6.8,1.1,2.6,2.4,4.3,1.2,1.6,1.2,2.7,3.8,1.1,1.0,0.5,0.9,1.7
F,Cody Martin,1832,2021_22,2.9,6.0,0.9,2.2,2.0,3.7,1.1,1.5,1.2,2.9,4.0,2.5,1.2,0.5,0.9,1.6
F,Kelan Martin,1833,2021_22,2.3,5.7,0.7,2.5,1.6,3.2,0.3,0.4,0.6,1.3,1.8,0.7,0.4,0.3,0.5,1.2
F,Kelan Martin,1834,2021_22,2.6,6.2,0.8,2.7,1.8,3.5,0.3,0.5,0.6,1.4,2.0,0.8,0.5,0.3,0.5,1.3
F,Kenyon Martin Jr.,1836,2021_22,3.5,6.6,0.8,2.1,2.8,4.5,1.0,1.6,1.0,2.7,3.8,1.3,0.4,0.5,0.8,1.4
G,Garrison Mathews,1837,2021_22,2.8,7.1,2.1,5.9,0.7,1.2,2.2,2.8,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6
G,Wesley Matthews,1839,2021_22,1.8,4.5,1.1,3.2,0.7,1.3,0.4,0.6,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8
G,Tyrese Maxey,1840,2021_22,6.4,13.3,1.8,4.1,4.7,9.1,2.8,3.3,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1
G,Skylar Mays,1841,2021_22,1.1,2.3,0.3,0.9,0.9,1.4,0.3,0.3,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3
G,Miles McBride,1842,2021_22,0.8,2.7,0.4,1.7,0.4,1.0,0.2,0.3,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1
G,Mac McClung,1843,2021_22,1.5,3.0,0.5,1.5,1.0,1.5,0.5,0.5,0.0,1.5,1.5,0.5,0.5,0.5,1.5,2.5
G,Mac McClung,1845,2021_22,2.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0
G,CJ McCollum,1846,2021_22,8.6,18.8,2.9,7.6,5.7,11.2,1.9,2.7,0.9,3.5,4.3,5.1,1.1,0.4,2.0,2.0
G,CJ McCollum,1847,2021_22,8.1,18.5,3.1,8.0,5.0,10.4,1.3,1.9,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1
G,CJ McCollum,1848,2021_22,9.5,19.2,2.7,6.9,6.7,12.3,2.6,3.9,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7
G,T.J. McConnell,1849,2021_22,3.7,7.7,0.4,1.2,3.3,6.5,0.7,0.9,0.7,2.6,3.3,4.9,1.1,0.4,1.1,2.0
F,Jaden McDaniels,1850,2021_22,3.6,7.9,1.1,3.6,2.5,4.3,0.8,1.0,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2
F,Jalen McDaniels,1851,2021_22,2.2,4.6,0.7,2.0,1.5,2.7,1.0,1.3,0.7,2.4,3.1,1.1,0.5,0.4,0.7,1.7
F,Doug McDermott,1852,2021_22,4.2,9.1,2.1,5.0,2.1,4.1,0.8,1.0,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5
C,JaVale McGee,1853,2021_22,3.9,6.2,0.0,0.1,3.9,6.1,1.4,2.0,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4
F,Cameron McGriff,1854,2021_22,1.7,4.7,0.7,2.0,1.0,2.7,0.7,0.7,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3
G,Rodney McGruder,1855,2021_22,1.9,4.4,1.1,2.9,0.8,1.5,0.4,0.5,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1
F,Alfonzo McKinnie,1856,2021_22,1.4,3.6,0.5,1.6,0.9,2.0,0.1,0.5,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5
G,Jordan McLaughlin,1858,2021_22,1.4,3.2,0.4,1.4,1.0,1.9,0.5,0.6,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9
G,Ben McLemore,1859,2021_22,3.4,8.4,2.4,6.5,1.0,1.9,1.1,1.4,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6
G,De'Anthony Melton,1860,2021_22,3.8,9.5,1.9,5.1,1.9,4.4,1.2,1.6,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8
G,Sam Merrill,1861,2021_22,1.3,4.0,1.2,3.8,0.2,0.2,0.3,0.7,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5
C,Chimezie Metu,1862,2021_22,3.4,7.5,1.0,3.1,2.4,4.4,1.2,1.5,0.6,5.0,5.6,1.0,0.9,0.5,1.0,1.6
F,Khris Middleton,1863,2021_22,6.8,15.5,2.5,6.6,4.4,8.9,3.9,4.4,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4
G,Patty Mills,1865,2021_22,4.0,9.8,2.8,7.0,1.2,2.8,0.6,0.7,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4
C,Paul Millsap,1866,2021_22,1.4,3.5,0.2,1.1,1.1,2.4,0.5,0.7,1.2,2.2,3.5,0.9,0.3,0.4,0.6,2.0
C,Paul Millsap,1867,2021_22,1.3,3.5,0.3,1.1,1.1,2.4,0.5,0.7,1.2,2.5,3.7,1.0,0.2,0.5,0.5,2.0
C,Paul Millsap,1868,2021_22,1.4,3.3,0.2,0.9,1.2,2.4,0.6,0.8,1.3,1.4,2.8,0.6,0.6,0.2,0.9,2.1
G,Shake Milton,1869,2021_22,3.1,7.3,0.8,2.4,2.4,4.9,1.1,1.3,0.5,2.0,2.6,2.5,0.5,0.3,0.8,1.8
G,Davion Mitchell,1870,2021_22,4.7,11.2,1.3,4.3,3.3,7.0,0.7,1.1,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9
G,Donovan Mitchell,1871,2021_22,9.2,20.5,3.5,9.8,5.7,10.8,4.0,4.7,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4
F,Evan Mobley,1872,2021_22,6.1,12.0,0.3,1.3,5.8,10.7,2.4,3.7,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1
G,Malik Monk,1873,2021_22,5.1,10.9,2.3,5.8,2.9,5.1,1.2,1.5,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8
C,Greg Monroe,1874,2021_22,2.3,4.1,0.0,0.0,2.3,4.1,0.9,1.6,2.1,2.4,4.6,1.6,0.6,0.7,0.9,1.7
C,Greg Monroe,1875,2021_22,3.3,5.5,0.0,0.0,3.3,5.5,0.8,1.8,1.5,4.5,6.0,4.0,1.0,1.5,1.8,2.3
C,Greg Monroe,1876,2021_22,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0
C,Greg Monroe,1877,2021_22,2.2,4.4,0.0,0.0,2.2,4.4,1.0,1.8,2.2,2.0,4.2,0.4,0.6,0.4,0.6,1.4
C,Greg Monroe,1878,2021_22,1.3,1.7,0.0,0.0,1.3,1.7,1.3,2.3,2.0,1.0,3.0,1.0,0.0,0.3,0.0,2.0
G,Moses Moody,1879,2021_22,1.5,3.5,0.8,2.1,0.8,1.4,0.5,0.7,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.8
G,Xavier Moon,1880,2021_22,2.5,5.1,0.5,1.4,2.0,3.7,0.3,0.5,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9
G,Ja Morant,1882,2021_22,10.2,20.6,1.5,4.5,8.6,16.2,5.5,7.3,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5
F,Juwan Morgan,1883,2021_22,1.0,1.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.5
F,Juwan Morgan,1884,2021_22,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0
G,Jaylen Morris,1886,2021_22,0.0,2.0,0.0,0.7,0.0,1.3,0.7,1.3,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7
F,Marcus Morris,1887,2021_22,5.6,12.8,1.9,5.1,3.7,7.7,2.4,2.7,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1
F,Markieff Morris,1888,2021_22,3.2,6.7,0.8,2.3,2.4,4.4,0.5,0.5,1.0,1.6,2.6,1.4,0.4,0.1,1.2,1.9
G,Monte Morris,1889,2021_22,5.0,10.3,1.7,4.2,3.3,6.1,1.0,1.1,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2
G,Emmanuel Mudiay,1890,2021_22,0.0,1.0,0.0,0.0,0.0,1.0,1.5,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5
G,Mychal Mulder,1891,2021_22,1.4,4.5,1.0,3.2,0.4,1.4,0.2,0.2,0.1,1.3,1.4,0.3,0.2,0.1,0.5,0.8
G,Mychal Mulder,1892,2021_22,1.3,4.5,0.9,3.1,0.5,1.4,0.1,0.1,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8
G,Mychal Mulder,1893,2021_22,2.0,5.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,1.5,1.5,1.0,0.0,0.5,0.0,0.5
F,Trey Murphy III,1895,2021_22,1.8,4.5,1.1,3.0,0.6,1.5,0.7,0.8,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1.0
G,Dejounte Murray,1896,2021_22,8.4,18.3,1.4,4.3,7.0,13.9,2.9,3.6,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0
C,Mike Muscala,1897,2021_22,2.6,5.8,1.6,3.8,1.0,2.0,1.1,1.3,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3
F,Svi Mykhailiuk,1898,2021_22,1.6,4.2,0.7,2.4,0.9,1.8,0.6,0.7,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1.0
F,Abdel Nader,1899,2021_22,0.9,2.5,0.3,1.0,0.6,1.5,0.4,0.7,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4
F,Larry Nance Jr.,1900,2021_22,2.8,5.4,0.5,1.5,2.3,3.8,0.9,1.2,1.6,3.8,5.4,1.8,0.9,0.4,0.8,1.8
C,Larry Nance Jr.,1901,2021_22,2.8,5.4,0.5,1.7,2.2,3.7,0.9,1.3,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8
F,Larry Nance Jr.,1902,2021_22,3.0,5.4,0.4,0.9,2.6,4.6,0.9,0.9,1.6,2.8,4.3,0.9,0.6,0.8,1.1,1.9
F,Aaron Nesmith,1904,2021_22,1.4,3.5,0.6,2.2,0.8,1.3,0.4,0.5,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3
G,Raul Neto,1905,2021_22,2.9,6.3,0.5,1.7,2.4,4.6,1.2,1.5,0.2,1.7,1.9,3.1,0.8,0.0,1.1,1.5
G,Malik Newman,1906,2021_22,3.0,5.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
F,Georges Niang,1907,2021_22,3.2,7.4,2.1,5.1,1.2,2.3,0.7,0.8,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5
G,Daishen Nix,1908,2021_22,1.1,2.8,0.3,1.1,0.8,1.7,0.7,1.3,0.3,1.1,1.4,1.7,0.6,0.0,1.1,0.9
F,Zeke Nnaji,1909,2021_22,2.3,4.5,0.9,2.0,1.4,2.6,1.0,1.6,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9
C,Nerlens Noel,1910,2021_22,1.3,2.4,0.0,0.1,1.3,2.3,0.8,1.2,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7
G,Jaylen Nowell,1911,2021_22,3.2,6.7,1.0,2.6,2.1,4.1,1.2,1.5,0.4,1.6,2.0,2.1,0.4,0.2,0.6,1.2
G,Frank Ntilikina,1912,2021_22,1.5,3.8,0.7,1.9,0.9,1.9,0.4,0.4,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1
C,Jusuf Nurkić,1913,2021_22,5.7,10.7,0.3,1.0,5.5,9.7,3.3,4.8,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4
F,David Nwaba,1914,2021_22,1.8,3.8,0.3,1.1,1.5,2.8,1.0,1.5,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2
F,Jordan Nwora,1915,2021_22,3.0,7.5,1.3,3.7,1.7,3.8,0.6,0.7,0.6,3.0,3.6,1.0,0.4,0.3,0.9,1.3
F,Royce O'Neale,1916,2021_22,2.6,5.8,1.5,4.0,1.1,1.8,0.6,0.7,0.8,3.9,4.8,2.5,1.1,0.4,1.0,2.4
F,Semi Ojeleye,1917,2021_22,1.0,3.3,0.5,1.7,0.5,1.6,0.8,1.0,0.9,1.6,2.5,0.3,0.2,0.2,0.3,1.0
F,Semi Ojeleye,1918,2021_22,0.9,3.5,0.6,2.1,0.4,1.5,0.5,0.7,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3
F,Semi Ojeleye,1919,2021_22,1.2,2.9,0.4,0.9,0.8,2.0,1.3,1.6,0.2,1.4,1.6,0.4,0.2,0.1,0.4,0.4
F,Chuma Okeke,1920,2021_22,3.1,8.2,1.7,5.3,1.4,2.9,0.8,0.9,0.7,4.3,5.0,1.7,1.4,0.6,0.8,1.4
G,Josh Okogie,1921,2021_22,0.9,2.1,0.3,1.0,0.6,1.2,0.7,1.0,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1
C,Onyeka Okongwu,1922,2021_22,3.3,4.7,0.0,0.0,3.3,4.7,1.7,2.3,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1
F,Isaac Okoro,1923,2021_22,3.1,6.4,0.8,2.3,2.3,4.1,1.8,2.3,1.1,1.9,3.0,1.8,0.8,0.3,0.9,2.4
F,KZ Okpala,1924,2021_22,1.4,3.3,0.4,1.2,1.0,2.0,0.4,0.5,0.5,1.4,2.0,0.7,0.2,0.3,0.2,1.2
G,Victor Oladipo,1925,2021_22,4.4,9.1,1.9,4.5,2.5,4.6,1.8,2.4,0.4,2.5,2.9,3.5,0.6,0.1,2.0,1.6
F,Cameron Oliver,1926,2021_22,5.0,7.5,0.5,1.5,4.5,6.0,1.0,1.5,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5
C,Kelly Olynyk,1927,2021_22,3.2,7.2,1.0,3.0,2.2,4.2,1.7,2.2,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5
F,Cedi Osman,1930,2021_22,3.7,8.7,1.9,5.4,1.8,3.2,1.3,2.0,0.4,1.8,2.2,2.0,0.8,0.2,1.0,1.9
C,Daniel Oturu,1931,2021_22,1.0,2.0,0.0,0.3,1.0,1.7,1.0,1.7,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3
F,Kelly Oubre Jr.,1932,2021_22,5.4,12.3,2.5,7.3,2.9,5.0,1.7,2.5,1.0,2.9,4.0,1.1,1.0,0.4,0.9,2.5
G,Jaysean Paige,1933,2021_22,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
G,Trayvon Palmer,1934,2021_22,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0
G,Kevin Pangos,1935,2021_22,0.6,1.9,0.3,1.1,0.4,0.8,0.1,0.2,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5
F,Jabari Parker,1936,2021_22,1.5,3.2,0.7,1.3,0.8,1.8,0.8,0.8,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1
F,Eric Paschall,1937,2021_22,2.0,4.1,0.7,1.9,1.3,2.2,1.1,1.5,0.5,1.3,1.8,0.6,0.2,0.1,0.5,0.9
G,Chris Paul,1938,2021_22,5.6,11.3,1.0,3.1,4.6,8.3,2.6,3.1,0.3,4.0,4.4,10.8,1.9,0.3,2.4,2.1
G,Cameron Payne,1939,2021_22,4.1,10.1,1.2,3.6,2.9,6.5,1.3,1.5,0.4,2.6,3.0,4.9,0.7,0.3,1.8,2.1
G,Elfrid Payton,1940,2021_22,1.3,3.5,0.1,0.4,1.3,3.1,0.2,0.6,0.4,1.3,1.8,2.0,0.5,0.1,0.9,0.8
G,Gary Payton II,1941,2021_22,3.0,4.8,0.6,1.7,2.4,3.2,0.5,0.8,1.0,2.5,3.5,0.9,1.4,0.3,0.6,1.8
C,Norvel Pelle,1942,2021_22,1.0,1.7,0.0,0.0,1.0,1.7,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3,0.7,0.3
F,Reggie Perry,1943,2021_22,4.0,7.9,0.3,1.6,3.7,6.3,0.9,1.5,1.5,3.2,4.7,1.2,0.9,0.6,1.1,3.3
F,Reggie Perry,1944,2021_22,4.3,8.7,0.3,1.8,4.0,6.9,1.0,1.7,1.7,3.4,5.1,1.3,1.0,0.7,1.2,3.3
F,Reggie Perry,1945,2021_22,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
F,Jamorko Pickett,1946,2021_22,1.4,3.8,1.0,3.0,0.4,0.8,0.1,0.2,0.5,2.0,2.5,0.5,0.0,0.5,0.4,0.9
F,Theo Pinson,1947,2021_22,0.7,2.1,0.5,1.6,0.2,0.5,0.5,0.5,0.1,1.0,1.1,0.9,0.3,0.1,0.3,0.6
C,Mason Plumlee,1948,2021_22,2.8,4.4,0.0,0.0,2.8,4.4,0.9,2.3,2.4,5.3,7.7,3.1,0.8,0.7,1.4,3.1
C,Jakob Poeltl,1949,2021_22,6.0,9.8,0.0,0.0,6.0,9.7,1.4,2.8,3.9,5.5,9.3,2.8,0.7,1.7,1.6,3.1
F,Aleksej Pokusevski,1950,2021_22,3.0,7.5,0.9,3.2,2.1,4.2,0.6,0.8,1.2,4.0,5.2,2.1,0.6,0.6,1.5,1.4
F,Yves Pons,1951,2021_22,0.4,1.3,0.3,0.8,0.2,0.6,0.0,0.2,0.4,0.6,1.0,0.1,0.1,0.3,0.1,0.5
G,Jordan Poole,1952,2021_22,6.2,13.9,2.8,7.6,3.5,6.3,3.2,3.5,0.4,3.0,3.4,4.0,0.8,0.3,2.5,2.7
G,Kevin Porter Jr.,1953,2021_22,5.5,13.2,2.5,6.8,3.0,6.5,2.0,3.2,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6
F,Michael Porter Jr.,1954,2021_22,4.1,11.4,1.1,5.3,3.0,6.1,0.6,1.0,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8
F,Otto Porter Jr.,1955,2021_22,3.1,6.6,1.3,3.4,1.8,3.2,0.8,1.0,1.4,4.4,5.7,1.5,1.1,0.5,0.6,1.3
C,Bobby Portis,1956,2021_22,5.8,12.1,1.8,4.7,3.9,7.4,1.2,1.6,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4
F,Kristaps Porziņģis,1957,2021_22,6.9,15.0,1.5,4.9,5.4,10.1,4.9,5.6,2.0,6.1,8.1,2.3,0.7,1.6,1.6,2.7
F,Kristaps Porziņģis,1958,2021_22,6.7,14.9,1.4,5.1,5.3,9.9,4.3,5.0,1.9,5.8,7.7,2.0,0.7,1.7,1.6,2.6
F,Kristaps Porziņģis,1959,2021_22,7.2,15.2,1.7,4.6,5.5,10.6,5.9,6.8,2.2,6.6,8.8,2.9,0.7,1.5,1.6,2.9
C,Micah Potter,1960,2021_22,1.7,3.7,0.0,0.7,1.7,3.0,0.7,0.7,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3
C,Dwight Powell,1961,2021_22,3.3,4.9,0.2,0.5,3.1,4.4,2.0,2.6,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7
G,Norman Powell,1963,2021_22,6.2,13.4,2.4,5.6,3.8,7.8,4.2,5.2,0.4,2.8,3.2,2.1,0.9,0.5,1.5,2.4
F,Norman Powell,1964,2021_22,6.2,13.6,2.3,5.7,3.9,7.8,4.0,5.0,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3
G,Norman Powell,1965,2021_22,6.4,12.6,2.6,4.8,3.8,7.8,6.0,7.0,0.6,2.2,2.8,2.8,0.4,0.8,1.4,2.8
F,Joshua Primo,1966,2021_22,2.0,5.4,0.8,2.7,1.2,2.7,0.9,1.2,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6
F,Taurean Prince,1967,2021_22,2.6,5.7,1.2,3.3,1.3,2.3,0.9,1.2,0.4,2.1,2.5,1.0,0.7,0.3,0.8,1.7
G,Payton Pritchard,1968,2021_22,2.3,5.3,1.4,3.5,0.8,1.8,0.3,0.3,0.5,1.4,1.9,2.0,0.4,0.1,0.6,0.9
G,Trevelin Queen,1969,2021_22,1.5,3.3,0.9,2.4,0.6,0.9,0.4,0.4,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6
C,Neemias Queta,1970,2021_22,1.2,2.7,0.0,0.0,1.2,2.7,0.8,1.2,1.0,1.2,2.2,0.4,0.1,0.6,0.4,1.3
G,Immanuel Quickley,1971,2021_22,3.6,9.3,1.8,5.1,1.9,4.2,2.3,2.6,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1
G,Jahmi'us Ramsey,1972,2021_22,1.3,3.1,0.3,0.9,1.0,2.1,0.4,0.7,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5
F,Julius Randle,1973,2021_22,7.1,17.3,1.7,5.4,5.4,11.9,4.2,5.6,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8
G,Austin Reaves,1974,2021_22,2.4,5.2,0.9,2.7,1.5,2.5,1.6,1.9,0.7,2.4,3.2,1.8,0.5,0.3,0.7,1.4
F,Cam Reddish,1975,2021_22,3.4,8.3,1.3,3.8,2.0,4.6,2.1,2.3,0.5,1.6,2.1,1.0,1.0,0.3,1.2,1.2
F,Cam Reddish,1976,2021_22,4.1,10.1,1.7,4.5,2.4,5.6,2.1,2.4,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3
F,Cam Reddish,1977,2021_22,1.8,4.3,0.5,2.1,1.3,2.3,1.9,2.1,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1.0
G,Davon Reed,1978,2021_22,1.7,3.4,0.8,1.8,0.9,1.6,0.2,0.3,0.3,2.0,2.3,1.1,0.5,0.2,0.3,1.3
C,Paul Reed,1979,2021_22,1.4,2.5,0.1,0.2,1.4,2.3,0.2,0.4,1.2,1.3,2.4,0.4,0.9,0.4,0.3,1.5
C,Naz Reid,1980,2021_22,3.0,6.2,0.7,2.2,2.3,4.0,1.5,1.9,1.3,2.6,3.9,0.9,0.5,0.9,1.1,2.2
C,Nick Richards,1981,2021_22,1.2,1.8,0.0,0.0,1.2,1.8,0.6,0.9,0.7,1.0,1.7,0.3,0.2,0.4,0.5,1.0
G,Josh Richardson,1982,2021_22,3.6,8.2,1.6,3.8,2.0,4.4,1.5,1.7,0.6,2.2,2.8,1.8,0.9,0.4,1.0,1.8
G,Josh Richardson,1983,2021_22,3.5,7.8,1.4,3.5,2.0,4.3,1.4,1.6,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9
G,Josh Richardson,1984,2021_22,3.9,9.1,1.9,4.3,2.0,4.8,1.7,1.8,0.8,2.1,2.9,2.3,1.0,0.3,1.3,1.6
G,Austin Rivers,1985,2021_22,2.2,5.2,1.2,3.4,1.0,1.8,0.5,0.7,0.3,1.4,1.7,1.3,0.8,0.1,0.8,1.8
G,Duncan Robinson,1986,2021_22,3.7,9.2,2.9,7.9,0.7,1.3,0.6,0.8,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.5
G,Justin Robinson,1987,2021_22,1.1,3.7,0.7,2.4,0.4,1.3,0.2,0.3,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1
G,Justin Robinson,1988,2021_22,1.1,3.4,0.6,2.2,0.5,1.2,0.1,0.1,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0
G,Justin Robinson,1989,2021_22,0.3,2.7,0.0,1.0,0.3,1.7,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.7
G,Justin Robinson,1990,2021_22,1.8,5.6,1.6,4.2,0.2,1.4,0.4,1.2,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6
C,Mitchell Robinson,1991,2021_22,3.6,4.8,0.0,0.0,3.6,4.8,1.2,2.5,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7
C,Jeremiah Robinson-Earl,1992,2021_22,2.7,6.6,1.2,3.4,1.6,3.2,0.8,1.1,1.5,4.1,5.6,1.0,0.6,0.3,0.8,1.5
F,Isaiah Roby,1993,2021_22,3.7,7.2,1.0,2.2,2.7,5.0,1.7,2.6,1.7,3.2,4.8,1.6,0.8,0.8,1.0,2.4
G,Rajon Rondo,1994,2021_22,1.7,4.5,0.8,2.3,0.9,2.3,0.5,0.7,0.4,2.4,2.8,4.4,0.8,0.2,1.7,1.4
G,Rajon Rondo,1995,2021_22,1.3,3.9,0.4,1.7,0.8,2.3,0.1,0.1,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4
G,Rajon Rondo,1996,2021_22,2.1,5.0,1.1,2.8,1.0,2.2,0.9,1.1,0.2,2.6,2.8,4.9,0.9,0.0,1.6,1.5
G,Derrick Rose,1997,2021_22,4.7,10.5,1.4,3.5,3.3,7.0,1.2,1.2,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6
G,Terrence Ross,1998,2021_22,3.5,8.8,1.2,4.2,2.3,4.6,1.8,2.1,0.3,2.2,2.6,1.8,0.4,0.2,1.2,1.1
G,Terry Rozier,1999,2021_22,7.1,16.0,3.0,8.1,4.1,7.9,2.1,2.4,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6
