Pos,Player,Rk,Season,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
F,Rui Hachimura,1631,2021_22,4.5,9.1,1.3,2.9,3.1,6.1,1.1,1.6,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3
G,Tyrese Haliburton,1632,2021_22,5.6,11.8,2.1,5.1,3.5,6.8,2.1,2.5,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6
G,Tyrese Haliburton,1633,2021_22,5.3,11.5,2.0,4.9,3.2,6.5,1.7,2.0,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4
G,Tyrese Haliburton,1634,2021_22,6.2,12.4,2.2,5.3,4.0,7.2,2.8,3.3,0.8,3.5,4.3,9.6,1.8,0.6,3.2,1.9
G,R.J. Hampton,1636,2021_22,2.7,7.1,1.0,2.9,1.7,4.3,1.2,1.8,0.4,2.7,3.0,2.5,0.7,0.2,1.4,1.6
G,Tim Hardaway Jr.,1637,2021_22,5.0,12.6,2.4,7.2,2.5,5.4,1.9,2.5,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8
G,James Harden,1638,2021_22,6.3,15.3,2.3,6.9,4.0,8.4,7.2,8.2,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4
G,James Harden,1639,2021_22,6.6,16.0,2.3,7.0,4.3,9.1,6.9,8.0,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4
G,James Harden,1640,2021_22,5.5,13.6,2.2,6.7,3.3,6.9,7.9,8.9,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3
F,Maurice Harkless,1641,2021_22,1.8,3.9,0.7,2.1,1.1,1.7,0.4,0.6,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6
G,Jared Harper,1642,2021_22,2.8,5.2,1.0,2.4,1.8,2.8,0.8,0.8,0.4,0.0,0.4,2.8,0.8,0.2,0.4,1.0
C,Montrezl Harrell,1643,2021_22,5.0,7.8,0.1,0.2,5.0,7.6,3.0,4.2,2.1,4.0,6.1,2.0,0.4,0.6,1.0,1.9
C,Montrezl Harrell,1644,2021_22,5.4,8.3,0.1,0.3,5.3,8.0,3.2,4.5,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9
C,Montrezl Harrell,1645,2021_22,4.4,6.9,0.0,0.1,4.4,6.8,2.5,3.6,2.1,2.8,4.9,2.0,0.4,0.5,0.9,2.0
G,Gary Harris,1646,2021_22,3.9,9.1,1.9,5.0,2.0,4.1,1.4,1.6,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8
F,Joe Harris,1647,2021_22,4.0,8.9,2.9,6.3,1.1,2.6,0.4,0.4,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2
F,Tobias Harris,1648,2021_22,6.8,14.0,1.4,3.8,5.4,10.2,2.3,2.8,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2
G,Shaquille Harrison,1649,2021_22,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.5,1.5,2.0,1.5,0.5,0.5,1.0,1.5
G,Josh Hart,1650,2021_22,5.3,10.5,1.4,3.9,4.0,6.6,3.0,3.9,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8
G,Josh Hart,1651,2021_22,4.8,9.4,1.0,3.2,3.7,6.2,2.8,3.8,1.3,6.5,7.8,4.1,1.1,0.3,2.0,2.9
G,Josh Hart,1652,2021_22,7.1,14.1,2.4,6.4,4.7,7.7,3.4,4.4,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5
C,Isaiah Hartenstein,1653,2021_22,3.4,5.4,0.2,0.4,3.2,4.9,1.3,1.9,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5
C,Udonis Haslem,1654,2021_22,1.1,2.4,0.1,0.3,1.0,2.1,0.2,0.2,0.3,1.6,1.9,0.3,0.1,0.1,0.4,1.2
F,Sam Hauser,1655,2021_22,0.9,1.9,0.7,1.7,0.2,0.2,0.0,0.0,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3
C,Jaxson Hayes,1656,2021_22,3.5,5.7,0.3,0.8,3.2,4.9,2.1,2.7,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2
G,Killian Hayes,1657,2021_22,2.7,7.0,0.7,2.5,2.0,4.4,0.9,1.1,0.5,2.6,3.2,4.2,1.2,0.5,1.7,2.8
F,Gordon Hayward,1658,2021_22,5.8,12.6,1.8,4.5,4.0,8.1,2.6,3.0,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7
F,Juancho Hernangómez,1660,2021_22,1.1,2.7,0.6,1.7,0.5,0.9,0.5,0.9,0.7,1.8,2.5,0.5,0.4,0.3,0.4,0.6
F,Juancho Hernangómez,1661,2021_22,0.3,1.5,0.2,1.0,0.1,0.5,0.3,0.5,0.5,0.9,1.4,0.2,0.2,0.1,0.3,0.4
F,Juancho Hernangómez,1662,2021_22,0.4,1.2,0.0,0.6,0.4,0.6,0.6,0.8,0.8,2.2,3.0,0.6,0.2,0.2,0.4,0.0
F,Juancho Hernangómez,1663,2021_22,2.2,4.3,1.2,2.8,0.9,1.5,0.6,1.2,0.9,2.6,3.5,0.8,0.5,0.4,0.5,1.1
C,Willy Hernangómez,1664,2021_22,3.4,6.5,0.1,0.2,3.3,6.3,2.2,2.8,2.9,3.9,6.8,1.3,0.4,0.4,1.0,1.9
G,Tyler Herro,1665,2021_22,7.6,17.0,2.7,6.7,4.9,10.3,2.9,3.3,0.5,4.5,5.0,4.0,0.7,0.1,2.6,1.4
G,Buddy Hield,1666,2021_22,5.5,13.6,3.2,8.8,2.3,4.7,1.4,1.6,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3
G,Buddy Hield,1667,2021_22,4.8,12.6,3.3,9.0,1.5,3.6,1.5,1.7,0.8,3.2,4.0,1.9,0.9,0.3,1.6,2.1
G,Buddy Hield,1668,2021_22,7.0,15.6,3.1,8.5,3.9,7.1,1.2,1.3,0.9,4.2,5.1,4.8,1.0,0.4,2.4,2.7
F,Haywood Highsmith,1669,2021_22,0.8,2.4,0.5,1.5,0.4,0.9,0.1,0.3,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7
G,George Hill,1670,2021_22,2.2,5.1,0.8,2.5,1.4,2.6,1.1,1.1,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3
G,Malcolm Hill,1671,2021_22,1.3,2.7,0.7,1.9,0.6,0.8,0.6,0.7,0.6,1.3,1.8,0.4,0.4,0.2,0.2,1.3
G,Malcolm Hill,1672,2021_22,1.7,2.7,1.0,1.7,0.7,1.0,1.3,1.3,0.7,1.3,2.0,0.3,1.3,0.3,0.0,2.3
F,Malcolm Hill,1673,2021_22,1.2,2.8,0.6,1.9,0.6,0.8,0.4,0.6,0.6,1.3,1.8,0.4,0.2,0.1,0.2,1.1
F,Solomon Hill,1674,2021_22,0.2,1.5,0.2,1.0,0.1,0.5,0.0,0.0,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2
F,Jaylen Hoard,1676,2021_22,6.3,12.9,1.3,3.6,5.0,9.3,0.9,2.0,4.3,7.7,12.0,2.4,0.9,0.7,1.1,2.0
G,Aaron Holiday,1677,2021_22,2.4,5.4,0.6,1.6,1.8,3.7,0.9,1.1,0.4,1.6,1.9,2.4,0.7,0.1,1.1,1.5
G,Aaron Holiday,1678,2021_22,2.4,5.2,0.6,1.6,1.9,3.6,0.7,0.9,0.2,1.4,1.6,1.9,0.6,0.2,1.0,1.5
G,Aaron Holiday,1679,2021_22,2.3,5.6,0.7,1.6,1.6,4.0,1.4,1.5,0.7,1.8,2.5,3.4,0.8,0.0,1.3,1.5
G,Jrue Holiday,1680,2021_22,7.1,14.2,2.0,4.8,5.2,9.4,2.0,2.7,1.0,3.5,4.5,6.8,1.6,0.4,2.7,2.0
G,Justin Holiday,1681,2021_22,3.5,8.9,2.4,6.5,1.1,2.4,0.7,0.8,0.4,2.2,2.6,1.7,0.8,0.4,0.9,2.1
F,Justin Holiday,1682,2021_22,3.9,9.3,2.6,6.9,1.3,2.5,0.7,0.8,0.4,2.4,2.8,1.8,0.7,0.4,1.0,2.1
G,Justin Holiday,1683,2021_22,2.8,8.2,2.0,5.8,0.8,2.3,0.6,0.8,0.4,1.8,2.2,1.5,0.8,0.6,0.8,2.0
C,Richaun Holmes,1684,2021_22,4.4,6.7,0.0,0.1,4.4,6.6,1.6,2.0,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8
F,Rodney Hood,1685,2021_22,1.1,3.0,0.6,1.8,0.5,1.3,0.3,0.4,0.3,1.2,1.5,0.7,0.3,0.1,0.2,0.6
F,Rodney Hood,1686,2021_22,1.2,3.4,0.6,2.1,0.6,1.3,0.3,0.4,0.3,1.4,1.7,0.8,0.3,0.1,0.2,0.7
F,Rodney Hood,1687,2021_22,0.9,2.0,0.5,0.8,0.5,1.2,0.3,0.4,0.2,0.6,0.8,0.6,0.2,0.2,0.3,0.3
G,Scotty Hopson,1688,2021_22,2.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
C,Al Horford,1689,2021_22,3.9,8.2,1.3,3.8,2.6,4.4,1.2,1.4,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9
G,Talen Horton-Tucker,1690,2021_22,3.7,9.0,0.8,3.0,2.9,5.9,1.7,2.1,0.6,2.6,3.2,2.7,1.0,0.5,1.4,2.5
F,Danuel House Jr.,1691,2021_22,1.9,4.7,1.0,2.8,0.9,1.9,1.0,1.4,0.4,2.2,2.6,1.0,0.5,0.4,0.8,1.2
F,Danuel House Jr.,1692,2021_22,1.6,4.6,0.6,2.1,0.9,2.5,1.1,1.2,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1.0
F,Danuel House Jr.,1694,2021_22,2.2,4.9,1.4,3.3,0.8,1.6,1.1,1.6,0.6,2.2,2.7,1.0,0.6,0.5,0.6,1.4
C,Dwight Howard,1695,2021_22,2.2,3.7,0.1,0.3,2.1,3.4,1.6,2.4,2.0,4.0,5.9,0.6,0.6,0.6,0.8,1.9
G,Markus Howard,1696,2021_22,1.3,3.3,0.9,2.3,0.4,1.0,0.6,0.7,0.1,0.3,0.4,0.2,0.3,0.0,0.2,0.5
F,Kevin Huerter,1697,2021_22,4.7,10.3,2.2,5.6,2.5,4.7,0.6,0.7,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5
C,Jay Huff,1698,2021_22,0.0,0.8,0.0,0.5,0.0,0.3,0.0,0.0,0.3,0.8,1.0,0.3,0.3,0.3,0.3,0.3
F,Elijah Hughes,1699,2021_22,1.3,4.0,0.7,2.6,0.6,1.4,0.2,0.3,0.2,1.4,1.6,0.6,0.4,0.2,0.5,1.1
F,Elijah Hughes,1700,2021_22,1.1,2.6,0.7,2.0,0.4,0.6,0.2,0.2,0.1,1.1,1.2,0.4,0.3,0.1,0.5,0.5
G,Elijah Hughes,1701,2021_22,1.5,4.9,0.7,3.0,0.8,1.9,0.2,0.3,0.2,1.7,1.9,0.7,0.5,0.3,0.5,1.5
F,De'Andre Hunter,1703,2021_22,4.8,10.8,1.4,3.7,3.4,7.2,2.4,3.1,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9
G,Bones Hyland,1705,2021_22,3.3,8.3,1.9,5.2,1.4,3.1,1.6,1.8,0.2,2.5,2.7,2.8,0.6,0.3,1.2,2.2
C,Serge Ibaka,1706,2021_22,2.7,5.5,0.7,1.8,2.1,3.6,0.6,0.8,1.1,3.5,4.6,0.9,0.2,0.6,0.8,1.9
C,Serge Ibaka,1707,2021_22,2.7,5.5,0.7,1.8,2.0,3.7,0.6,0.8,1.1,3.1,4.3,1.0,0.2,0.7,0.9,1.6
C,Serge Ibaka,1708,2021_22,2.8,5.5,0.7,1.9,2.2,3.5,0.6,0.8,1.2,4.1,5.3,0.7,0.2,0.4,0.5,2.4
F,Andre Iguodala,1709,2021_22,1.5,3.9,0.5,2.4,0.9,1.5,0.5,0.6,0.7,2.5,3.2,3.7,0.9,0.7,0.9,1.1
F,Joe Ingles,1710,2021_22,2.6,6.3,1.7,5.0,0.8,1.3,0.4,0.5,0.3,2.6,2.9,3.5,0.5,0.1,1.0,1.8
F,Brandon Ingram,1711,2021_22,8.2,17.9,1.3,4.1,6.9,13.8,4.8,5.9,0.6,5.2,5.8,5.6,0.6,0.5,2.7,2.2
G,Kyrie Irving,1712,2021_22,10.0,21.2,3.4,8.2,6.5,13.0,4.1,4.4,0.6,3.8,4.4,5.8,1.4,0.6,2.5,2.8
F,Wes Iwundu,1713,2021_22,2.7,6.0,1.0,1.7,1.7,4.3,1.0,1.3,1.0,3.3,4.3,0.0,0.3,0.0,0.3,2.7
G,Frank Jackson,1714,2021_22,3.7,9.1,1.6,5.3,2.0,3.8,1.6,2.0,0.4,1.3,1.6,1.0,0.5,0.2,0.7,1.7
F,Isaiah Jackson,1715,2021_22,3.2,5.7,0.1,0.4,3.1,5.3,1.7,2.4,1.7,2.5,4.1,0.3,0.7,1.4,1.1,2.6
F,Jaren Jackson Jr.,1716,2021_22,5.5,13.3,1.6,5.1,3.9,8.1,3.6,4.4,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5
F,Josh Jackson,1717,2021_22,2.4,5.9,0.6,2.5,1.7,3.3,1.1,1.5,0.4,2.4,2.8,1.1,0.5,0.4,0.9,1.7
F,Josh Jackson,1718,2021_22,2.6,6.4,0.8,2.9,1.9,3.5,1.0,1.4,0.4,2.7,3.2,1.3,0.5,0.5,1.0,1.8
F,Josh Jackson,1719,2021_22,1.4,4.1,0.3,1.4,1.2,2.7,1.3,1.8,0.3,1.2,1.5,0.4,0.4,0.3,0.8,1.4
F,Justin Jackson,1720,2021_22,0.7,2.1,0.4,1.3,0.3,0.9,0.3,0.3,0.1,0.9,1.0,0.3,0.0,0.0,0.1,0.4
F,Justin Jackson,1722,2021_22,0.8,2.3,0.5,1.5,0.3,0.8,0.0,0.0,0.2,1.0,1.2,0.3,0.0,0.0,0.2,0.5
G,Reggie Jackson,1723,2021_22,6.4,16.3,2.2,6.8,4.2,9.5,1.8,2.2,0.5,3.1,3.6,4.8,0.7,0.2,2.3,2.1
F,LeBron James,1724,2021_22,11.4,21.8,2.9,8.0,8.6,13.8,4.5,6.0,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2
G,Ty Jerome,1727,2021_22,2.6,6.8,1.1,3.9,1.5,3.0,0.8,1.0,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5
G,Isaiah Joe,1728,2021_22,1.1,3.2,0.8,2.5,0.3,0.8,0.5,0.6,0.1,0.9,1.0,0.6,0.3,0.1,0.3,0.9
F,Alize Johnson,1729,2021_22,0.7,1.7,0.0,0.2,0.7,1.5,0.3,0.5,1.2,1.4,2.7,0.4,0.2,0.0,0.5,0.8
F,Alize Johnson,1730,2021_22,0.8,1.4,0.0,0.1,0.8,1.3,0.3,0.4,1.0,1.3,2.3,0.5,0.2,0.0,0.5,0.9
F,Alize Johnson,1731,2021_22,0.7,2.0,0.0,0.7,0.7,1.3,0.0,0.3,1.7,2.3,4.0,0.0,0.0,0.0,1.0,0.0
F,Alize Johnson,1732,2021_22,0.8,2.5,0.0,0.0,0.8,2.5,0.8,1.0,1.8,1.5,3.3,0.3,0.5,0.0,0.3,0.8
F,B.J. Johnson,1733,2021_22,2.8,6.3,1.0,2.5,1.8,3.8,0.0,0.0,1.5,2.3,3.8,0.0,0.0,0.3,0.0,1.0
F,Cameron Johnson,1734,2021_22,4.2,9.2,2.5,5.9,1.7,3.3,1.5,1.7,0.6,3.5,4.1,1.5,0.9,0.2,0.7,1.7
F,Jalen Johnson,1736,2021_22,1.0,1.9,0.1,0.6,0.9,1.3,0.2,0.3,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4
F,James Johnson,1737,2021_22,2.3,5.0,0.4,1.4,2.0,3.6,0.5,0.9,0.8,2.6,3.5,2.1,0.5,0.5,0.8,2.6
F,Keldon Johnson,1739,2021_22,6.3,13.5,2.1,5.3,4.2,8.2,2.4,3.1,1.1,5.0,6.1,2.1,0.8,0.2,1.2,2.0
G,Keon Johnson,1740,2021_22,2.6,7.4,0.9,2.7,1.7,4.6,1.1,1.4,0.6,1.5,2.2,2.1,0.8,0.3,1.2,1.9
G,Keon Johnson,1741,2021_22,1.1,3.4,0.2,0.7,0.9,2.7,1.1,1.4,0.4,1.0,1.4,0.9,0.5,0.1,0.5,1.4
G,Keon Johnson,1742,2021_22,3.6,10.0,1.4,4.0,2.2,6.0,1.1,1.4,0.8,1.9,2.7,2.9,1.0,0.5,1.8,2.2
F,Stanley Johnson,1743,2021_22,2.4,5.2,0.7,2.2,1.8,3.0,1.1,1.5,0.7,2.5,3.2,1.7,0.9,0.3,0.7,2.3
G,Tyler Johnson,1744,2021_22,1.0,3.3,0.8,2.2,0.2,1.2,0.0,0.0,0.5,1.5,2.0,1.2,0.5,0.5,0.3,1.2
G,Tyler Johnson,1745,2021_22,1.3,3.3,1.0,2.3,0.3,1.0,0.0,0.0,0.3,1.7,2.0,0.7,0.3,0.3,0.3,1.3
G,Tyler Johnson,1746,2021_22,0.7,3.3,0.7,2.0,0.0,1.3,0.0,0.0,0.7,1.3,2.0,1.7,0.7,0.7,0.3,1.0
C,Nikola Jokić,1747,2021_22,10.3,17.7,1.3,3.9,9.0,13.8,5.1,6.3,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6
G,Carlik Jones,1749,2021_22,0.0,2.3,0.0,0.3,0.0,2.0,0.7,0.7,0.3,0.7,1.0,1.7,0.3,0.0,1.0,0.0
C,Damian Jones,1751,2021_22,3.1,4.8,0.2,0.5,2.9,4.2,1.7,2.3,1.3,3.1,4.4,1.2,0.5,0.8,1.1,2.3
F,Derrick Jones Jr.,1752,2021_22,2.1,3.8,0.4,1.2,1.7,2.6,1.1,1.4,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1
F,Herbert Jones,1753,2021_22,3.5,7.4,0.7,2.2,2.8,5.2,1.8,2.1,1.3,2.5,3.8,2.1,1.7,0.8,1.3,3.1
F,Jemerrio Jones,1754,2021_22,1.0,1.5,0.0,0.0,1.0,1.5,0.0,0.0,1.0,0.5,1.5,0.0,0.5,0.0,0.0,1.0
G,Mason Jones,1756,2021_22,1.8,3.8,0.3,1.0,1.5,2.8,3.0,3.8,0.3,2.3,2.5,1.0,0.5,0.0,0.3,2.0
G,Tre Jones,1757,2021_22,2.4,4.9,0.1,0.7,2.3,4.2,1.0,1.3,0.4,1.8,2.2,3.4,0.6,0.1,0.7,1.1
G,Tyus Jones,1758,2021_22,3.4,7.6,1.1,2.8,2.3,4.8,0.7,0.9,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4
C,DeAndre Jordan,1759,2021_22,1.9,3.0,0.0,0.0,1.9,3.0,0.5,0.8,1.7,3.8,5.5,0.4,0.3,0.7,0.8,1.5
C,DeAndre Jordan,1760,2021_22,1.9,2.8,0.0,0.0,1.9,2.8,0.4,0.8,1.6,3.8,5.4,0.4,0.3,0.8,0.7,1.6
C,DeAndre Jordan,1761,2021_22,2.0,3.4,0.0,0.0,2.0,3.4,0.6,0.9,2.0,3.8,5.8,0.5,0.1,0.6,1.0,1.3
G,Cory Joseph,1762,2021_22,2.7,6.2,1.0,2.4,1.7,3.7,1.5,1.7,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3
F,Georgios Kalaitzakis,1763,2021_22,2.4,5.2,0.8,2.0,1.6,3.2,1.1,2.3,0.5,1.2,1.6,0.9,0.8,0.2,1.5,1.5
F,Georgios Kalaitzakis,1764,2021_22,0.6,1.2,0.2,0.4,0.3,0.8,0.4,1.0,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9
F,Georgios Kalaitzakis,1765,2021_22,6.5,14.0,2.0,5.5,4.5,8.5,2.5,5.3,0.5,2.8,3.3,3.0,2.5,0.3,4.0,2.8
C,Frank Kaminsky,1766,2021_22,4.0,7.3,0.6,1.7,3.4,5.7,2.0,2.2,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6
G,Luke Kennard,1767,2021_22,4.1,9.1,2.7,6.0,1.4,3.1,1.0,1.1,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4
F,Braxton Key,1768,2021_22,3.0,6.5,0.5,1.9,2.5,4.6,0.6,1.2,1.2,3.4,4.5,1.0,0.9,1.0,1.0,2.4
F,Braxton Key,1770,2021_22,3.6,7.8,0.7,2.2,2.9,5.6,0.8,1.4,1.3,4.0,5.3,1.1,1.0,1.2,1.0,2.8
F,Louis King,1772,2021_22,1.5,4.7,0.8,2.7,0.7,2.0,0.7,1.0,0.0,1.2,1.2,0.9,0.2,0.1,0.0,1.4
F,Corey Kispert,1773,2021_22,3.0,6.7,1.5,4.2,1.6,2.5,0.7,0.8,0.7,2.0,2.7,1.1,0.5,0.3,0.6,1.2
F,Maxi Kleber,1774,2021_22,2.4,6.0,1.4,4.3,1.0,1.7,0.8,1.1,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.3
G,Brandon Knight,1775,2021_22,2.0,5.0,0.8,3.4,1.2,1.6,1.6,1.6,0.0,1.6,1.6,1.6,0.2,0.0,0.8,1.0
F,Nathan Knight,1776,2021_22,1.2,2.4,0.1,0.4,1.1,2.0,1.2,1.6,0.9,1.4,2.3,0.6,0.2,0.2,0.5,1.1
F,Kevin Knox,1777,2021_22,1.0,2.8,0.5,1.8,0.5,1.0,0.5,0.7,0.5,1.0,1.5,0.3,0.1,0.1,0.2,0.6
F,Kevin Knox,1778,2021_22,1.2,3.1,0.8,2.2,0.4,0.9,0.5,0.8,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4
F,Kevin Knox,1779,2021_22,0.9,2.6,0.3,1.5,0.6,1.1,0.5,0.7,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8
G,John Konchar,1780,2021_22,1.9,3.6,0.7,1.8,1.2,1.9,0.4,0.7,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3
G,Furkan Korkmaz,1781,2021_22,2.7,7.0,1.1,4.0,1.6,3.0,1.0,1.3,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9
C,Luke Kornet,1782,2021_22,0.9,1.8,0.0,0.3,0.9,1.5,0.3,0.4,0.9,1.1,1.9,0.6,0.2,0.2,0.0,0.6
C,Luke Kornet,1783,2021_22,0.5,2.5,0.0,0.5,0.5,2.0,1.0,1.5,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5
C,Luke Kornet,1785,2021_22,1.0,1.8,0.0,0.3,1.0,1.4,0.2,0.3,0.8,1.3,2.1,0.7,0.3,0.2,0.0,0.6
G,Vit Krejci,1786,2021_22,2.3,5.6,1.1,3.3,1.2,2.3,0.6,0.7,0.6,2.8,3.4,1.9,0.6,0.3,1.0,2.2
F,Jonathan Kuminga,1788,2021_22,3.4,6.6,0.7,2.1,2.7,4.4,1.9,2.7,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1
F,Kyle Kuzma,1789,2021_22,6.4,14.2,1.9,5.7,4.5,8.5,2.4,3.3,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9
G,Jeremy Lamb,1791,2021_22,2.4,6.2,1.0,3.0,1.4,3.2,1.6,1.9,0.5,2.3,2.8,1.4,0.6,0.4,0.7,1.1
F,Jeremy Lamb,1792,2021_22,2.2,5.8,1.0,3.0,1.2,2.8,1.7,2.1,0.4,2.0,2.4,1.3,0.6,0.4,0.6,1.1
G,Jeremy Lamb,1793,2021_22,2.8,7.0,0.9,3.1,1.9,3.9,1.3,1.5,0.6,2.9,3.5,1.8,0.5,0.5,0.8,0.9
C,Jock Landale,1794,2021_22,1.9,3.8,0.5,1.6,1.3,2.1,0.6,0.8,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1.0
G,Romeo Langford,1795,2021_22,1.7,4.0,0.6,1.8,1.1,2.2,0.5,0.9,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1.0
G,Romeo Langford,1796,2021_22,1.8,4.2,0.7,1.9,1.1,2.3,0.5,0.8,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0
G,Romeo Langford,1797,2021_22,1.0,1.8,0.0,0.5,1.0,1.3,0.8,2.0,0.0,1.0,1.0,0.5,0.3,0.0,0.0,0.3
G,Zach LaVine,1798,2021_22,8.4,17.7,2.8,7.1,5.7,10.6,4.8,5.6,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8
F,Jake Layman,1799,2021_22,0.9,2.1,0.2,1.0,0.6,1.1,0.4,0.5,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4
G,Damion Lee,1800,2021_22,2.7,6.1,1.0,3.0,1.7,3.1,1.0,1.2,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.5
G,Saben Lee,1801,2021_22,1.9,4.8,0.4,1.6,1.5,3.2,1.5,1.9,0.5,1.9,2.4,2.9,1.0,0.3,1.0,1.2
C,Alex Len,1802,2021_22,2.4,4.5,0.2,0.5,2.3,4.0,1.1,1.6,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6
G,Caris LeVert,1803,2021_22,6.5,14.7,1.4,4.4,5.1,10.3,2.5,3.3,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3
G,Caris LeVert,1804,2021_22,7.1,15.9,1.6,4.8,5.6,11.1,2.8,3.7,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3
G,Caris LeVert,1805,2021_22,5.3,12.2,1.1,3.5,4.2,8.7,1.8,2.5,0.7,2.7,3.4,3.9,0.8,0.3,1.7,2.1
G,Kira Lewis Jr.,1806,2021_22,2.5,6.1,0.5,2.4,1.9,3.7,0.4,0.5,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7
G,Damian Lillard,1808,2021_22,7.7,19.0,3.2,9.8,4.5,9.2,5.5,6.2,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3
F,Nassir Little,1809,2021_22,3.5,7.5,1.2,3.7,2.2,3.8,1.6,2.2,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0
F,Isaiah Livers,1810,2021_22,2.2,4.7,1.4,3.4,0.7,1.4,0.6,0.7,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9
C,Kevon Looney,1811,2021_22,2.5,4.4,0.0,0.0,2.5,4.4,0.9,1.5,2.5,4.7,7.3,2.0,0.6,0.6,0.8,2.6
C,Brook Lopez,1812,2021_22,4.7,10.1,1.5,4.1,3.2,6.0,1.5,1.8,1.5,2.6,4.1,0.5,0.6,1.2,0.9,2.6
C,Robin Lopez,1813,2021_22,3.1,5.5,0.1,0.2,3.0,5.4,0.9,1.5,1.9,1.6,3.5,1.5,0.1,0.5,1.2,1.9
F,Didi Louzada,1814,2021_22,1.3,3.7,1.0,2.6,0.3,1.1,0.2,0.2,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4
G,Didi Louzada,1816,2021_22,1.7,4.3,1.3,2.9,0.4,1.4,0.3,0.3,0.4,1.7,2.1,0.6,0.3,0.3,0.7,1.9
C,Kevin Love,1817,2021_22,4.4,10.3,2.5,6.4,1.9,3.8,2.2,2.7,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4
G,Kyle Lowry,1818,2021_22,4.4,10.0,2.3,6.1,2.1,3.9,2.3,2.8,0.5,4.0,4.5,7.5,1.1,0.3,2.7,2.8
G,Gabriel Lundberg,1819,2021_22,1.3,4.8,0.8,2.0,0.5,2.8,0.0,0.0,0.5,1.3,1.8,2.8,0.8,0.0,0.8,1.8
